status_id,"Translated(src=en, dest=en, text=status_message, pronunciation=status_message)",link_name
420598411423796_944527422364223,"Translated(src=en, dest=en, text=Cleveland Pool Open Day this afternoon generated a lot of interest from the public and local people. Good luck to the Trustees for receiving money from Heritage Lottery Fund to regenerate this hidden Bath gem. There have been some objections to the project by local resident and I am keen to meet and to listen to them., pronunciation=Cleveland Pool Open Day this afternoon generated a lot of interest from the public and local people. Good luck to the Trustees for receiving money from Heritage Lottery Fund to regenerate this hidden Bath gem. There have been some objections to the project by local resident and I am keen to meet and to listen to them.)",Photos from Wera Hobhouse MP's post
420598411423796_943997859083846,"Translated(src=en, dest=en, text=At a loose end this weekend? Luckily for you, it’s the heritage open days weekend, which means some of Bath’s best attractions are opening their doors. Even better, it’s all free! 

Follow this link for venues and opening times: https://tinyurl.com/y7u2owgx, pronunciation=At a loose end this weekend? Luckily for you, it’s the heritage open days weekend, which means some of Bath’s best attractions are opening their doors. Even better, it’s all free! 

Follow this link for venues and opening times: https://tinyurl.com/y7u2owgx)",
420598411423796_943557932461172,"Translated(src=en, dest=en, text=My mother and her family were victims of the Nazi terror. As I said in my maiden speech, we know first hand what happens when a country descends into fanaticism, racial intolerance, and exaggerated national pride. 

Today Nigel Farage is speaking at a far right rally in Germany, promoting those very ideals. We must never forget what happens when those ideals are enacted to their fullest extent. 

This is why we have a European Union, and this is why we strive to understand and accept our brothers and sisters, no matter their race, belief or creed. Please share if you, like me, are sickened by this., pronunciation=My mother and her family were victims of the Nazi terror. As I said in my maiden speech, we know first hand what happens when a country descends into fanaticism, racial intolerance, and exaggerated national pride. 

Today Nigel Farage is speaking at a far right rally in Germany, promoting those very ideals. We must never forget what happens when those ideals are enacted to their fullest extent. 

This is why we have a European Union, and this is why we strive to understand and accept our brothers and sisters, no matter their race, belief or creed. Please share if you, like me, are sickened by this.)",
420598411423796_943225585827740,"Translated(src=en, dest=en, text=More women are surviving breast cancer now than ever before. Let's continue to make progress! End Breast Cancer Now. 

Happy to wear pink to support the cause ☺, pronunciation=More women are surviving breast cancer now than ever before. Let's continue to make progress! End Breast Cancer Now. 

Happy to wear pink to support the cause ☺)",
420598411423796_942277082589257,"Translated(src=en, dest=en, text=Save the dates (23rd Sept - 8th Oct): meals at some of Bath's best independent eateries for only £10! Great Bath Feast, pronunciation=Save the dates (23rd Sept - 8th Oct): meals at some of Bath's best independent eateries for only £10! Great Bath Feast)","The Great Bath Feast, Food Festival in Bath"
420598411423796_941212019362430,"Translated(src=en, dest=en, text=Sterling effort by the thousands who braved the rain this morning to raise money for Cancer Research UK in their Race for Life. I had the privilege of waving the runners off! They raised over £120,000 just through today's race. Truly amazing!, pronunciation=Sterling effort by the thousands who braved the rain this morning to raise money for Cancer Research UK in their Race for Life. I had the privilege of waving the runners off! They raised over £120,000 just through today's race. Truly amazing!)",
420598411423796_936164653200500,"Translated(src=en, dest=en, text=​I hope everyone collecting their GCSE results has got what they were looking for. How do you feel about having numbers 1-9 instead of ​letter as grades?, pronunciation=​I hope everyone collecting their GCSE results has got what they were looking for. How do you feel about having numbers 1-9 instead of ​letter as grades?)",
420598411423796_935634369920195,"Translated(src=en, dest=en, text=, pronunciation=)",Wera Hobhouse MP
420598411423796_935630076587291,"Translated(src=en, dest=en, text=, pronunciation=)",Wera Hobhouse MP's cover photo
420598411423796_935307679952864,"Translated(src=en, dest=en, text=In light of today's news concerning the intervention of Sajid Javid in the future of Foxhill, I thought I'd publish the letter I wrote to him on the 8th August, expressing my concern about the loss of social housing on the estate. I'm pleased he took notice of the situation. Hopefully this is a step forward towards a positive future for Foxhill., pronunciation=In light of today's news concerning the intervention of Sajid Javid in the future of Foxhill, I thought I'd publish the letter I wrote to him on the 8th August, expressing my concern about the loss of social housing on the estate. I'm pleased he took notice of the situation. Hopefully this is a step forward towards a positive future for Foxhill.)",
420598411423796_935177559965876,"Translated(src=en, dest=en, text=Two more MPs, Kerry McCarthy and David Drew, have stepped down from their positions at Bath University over the Vice Chancellor's morally indefensible pay package. Isn't it about time the remuneration committee listened to us, and act in the best interests of Bath and its students?, pronunciation=Two more MPs, Kerry McCarthy and David Drew, have stepped down from their positions at Bath University over the Vice Chancellor's morally indefensible pay package. Isn't it about time the remuneration committee listened to us, and act in the best interests of Bath and its students?)",
